id_building,price_m2,easting,northing,id_cadas_com,floors_total,floor_entrance,year_built,year_ren_roof,year_ren_face,constr_type,elevator,house_type,no_appart,trans_date,floor_appartment,postion_type,duplex,living_area,total_area,year_ren_wind,year_ren_inst,floor_above_ground,dist_airport,dist_public_transport,elevation,dist_schools,dist_highway_entr,dist_highway,dist_railway,dist_recreation,dist_main_roads,dist_regional_roads,dist_river,construct_age,roof_age,facade_age,inst_age,windows_age
1,2442,460211,103901,1738,11,2,1969-10-13,1969-10-13,1969-10-13,concrete,1,raw,72,2010-12-03,7,floor,0,47.1,49.6,2000-10-13,1969-10-13,7,16676.92969,200,307,300,100,0,447.2135925,1360.147095,0,2884.440918,1216.55249,15026,15026,15026,15026,3703
2,2171,465652.48,101372.36,1730,6,1,1981-10-13,1981-10-13,1981-10-13,combination_of_different_materials,0,single,39,2010-03-25,2,floor,0,78.3,90,1981-10-13,1981-10-13,2,20342.32031,0,287,500,1392.838867,1360.147095,141.4213562,1389.244385,0,1600,223.6067963,10390,10390,10390,10390,10390
3,2434,460781.84,102936.78,1739,10,1,1964-10-13,2003-10-13,1964-10-13,concrete,1,other,51,2011-09-16,6,floor,0,48.9,57.4,2005-10-13,1964-10-13,6,17736.9668,100,302,200,1252.99646,1166.19043,538.5164795,500,100,3310.589111,1403.566895,17139,2895,17139,17139,2164
4,2426,465172.78,101027.73,1732,6,1,1976-10-13,1976-10-13,1976-10-13,combination_of_different_materials,0,other,20,2009-06-12,2,ground_floor,0,37.1,38.8,2005-10-13,1976-10-13,2,20586.64648,223.6067963,285,200,1923.538452,1878.829468,670.8203735,854.4003906,400,2039.607788,282.8427124,11930,11930,11930,11930,1338
5,2226,462332.03,101504.82,1737,7,1,1929-10-13,2011-10-13,2011-10-13,brick,1,other,27,2010-08-24,4,floor,0,141.5,160.6,2005-10-13,1929-10-13,4,19356.91016,141.4213562,298,300,3026.549072,2952.9646,200,900,100,3138.470947,509.901947,29535,29535,29535,29535,1776
6,2396,458945.91,103896.71,1738,5,1,1973-10-13,1997-10-13,2010-10-13,combination_of_different_materials,0,raw,18,2010-11-25,1,floor,0,48,55.8,1973-10-13,1973-10-13,1,16602.71094,509.901947,312,200,500,300,1500,1431.782104,1166.19043,2418.677246,0,13557,4791,43,13557,13557
7,1716,463598.65,102499.83,2636,7,1,1957-10-13,2003-10-13,1957-10-13,brick,0,single,10,2011-12-21,1,floor,0,64.1,68.6,1957-10-13,1957-10-13,1,18681.54102,200,297,300,1711.724243,1523.154663,800,1824.828735,0,1726.2677,1300,19792,2991,19792,19792,19792
8,2421,459503.55,103340.23,1739,6,1,1978-10-13,1978-10-13,1978-10-13,concrete,0,single,48,2009-11-26,4,floor,0,57,63.1,2004-10-13,1978-10-13,4,17223.53125,316.2277527,304,200,509.901947,316.2277527,1360.147095,761.5773315,894.4271851,3132.092041,509.901947,11367,11367,11367,11367,1870
9,2486,459022.31,103884.84,1738,5,1,1974-10-13,1989-10-13,1974-10-13,concrete,0,raw,76,2010-04-24,1,floor,0,70.4,75.9,1974-10-13,1974-10-13,1,16604.81836,412.3105774,311,100,509.901947,316.2277527,1421.26709,1414.213623,1077.032959,2433.10498,100,12977,7498,12977,12977,12977
10,2467,459489.2,105382.11,1754,6,1,1965-10-13,1965-10-13,1965-10-13,brick,0,single,164,2012-02-06,1,floor,0,30.4,40.4,1965-10-13,2002-10-13,1,15126.79785,100,313,500,921.9544678,761.5773315,141.4213562,2816.025635,100,1272.792236,943.3981323,16917,16917,16917,3403,16917
11,1803,466628.36,101111,1772,15,2,1986-10-13,1986-10-13,1986-10-13,concrete,1,single,348,2013-01-25,11,floor,0,63.8,74.2,1986-10-13,1986-10-13,11,20984.75586,141.4213562,282,300,824.6211548,707.1068115,538.5164795,1581.138794,200,1421.26709,316.2277527,9601,9601,9601,9601,9601
12,1639,466709.78,101113.1,1772,6,1,1986-10-13,1986-10-13,1986-10-13,concrete,0,single,28,2010-01-15,2,ground_floor,0,73.2,83.6,1986-10-13,1986-10-13,2,21023.08203,100,281,400,728.0109863,608.2762451,583.0952148,1640.121948,200,1360.147095,300,8495,8495,8495,8495,8495
13,1753,463666.45,102471.03,2636,16,1,1958-10-13,1958-10-13,1958-10-13,brick,1,single,93,2009-10-16,2,ground_floor,0,65.6,75.5,1958-10-13,1958-10-13,2,18681.54102,200,297,300,1711.724243,1523.154663,800,1824.828735,0,1726.2677,1300,18631,18631,18631,18631,18631
14,1770,466140.22,101066.04,1730,14,1,1985-10-13,1985-10-13,1985-10-13,concrete,1,single,139,2010-09-28,1,floor,0,66.4,73.7,1985-10-13,1985-10-13,1,20799.2793,223.6067963,283,100,1315.294678,1204.159424,400,1360.147095,300,1780.449341,200,9116,9116,9116,9116,9116
15,2665,462896.53,102270.52,2636,9,3,1988-10-13,1988-10-13,1988-10-13,combination_of_different_materials,1,other,58,2009-10-29,4,floor,0,71.3,80.2,1988-10-13,1988-10-13,4,18701.07031,100,299,200,2102.379639,1969.771606,600,1802.775635,141.4213562,2147.091064,1334.166382,7686,7686,7686,7686,7686
16,1889,463036.41,103765.16,1736,5,1,1977-10-13,1999-10-13,1977-10-13,concrete,0,single,27,2010-12-29,1,floor,0,74.1,79.4,1977-10-13,1977-10-13,1,17269.91602,400,301,100,761.5773315,600,1004.987549,1252.99646,360.5551147,943.3981323,1300,12130,4095,12130,12130,12130
17,2057,466147,101151,1730,15,2,1985-10-13,1985-10-13,1985-10-13,concrete,1,single,252,2010-07-30,10,floor,0,80.7,87.3,1985-10-13,1985-10-13,10,20799.2793,223.6067963,283,100,1315.294678,1204.159424,400,1360.147095,300,1780.449341,200,9056,9056,9056,9056,9056
18,969,465591.47,108443.17,1961,3,1,1997-10-13,1997-10-13,1997-10-13,brick,0,single,55,2012-11-20,2,floor,1,42.1,42.1,1997-10-13,1997-10-13,2,13978.91309,1746.424927,294,1500,4177.319824,3827.531738,0,3275.667969,1676.30542,0,0,5517,5517,5517,5517,5517
19,2405,461867.42,101502.42,1725,9,2,1962-10-13,1962-10-13,1962-10-13,brick,1,single,58,2009-09-24,2,floor,0,52.8,57.1,1962-10-13,1962-10-13,2,19267.58984,100,298,300,2968.164307,2865.309814,100,632.4555054,0,3420.526367,670.8203735,17148,17148,17148,17148,17148
20,2352,463196.07,104250.85,1735,21,2,1980-10-13,1980-10-13,1980-10-13,concrete,1,other,149,2010-10-08,15,floor,0,71,81.1,2005-10-13,1980-10-13,15,16936.64648,412.3105774,301,400,583.0952148,200,1104.536133,806.225769,500,608.2762451,854.4003906,10952,10952,10952,10952,1821
21,3041,459581.96,103922.14,1738,6,3,2009-10-13,2009-10-13,2009-10-13,concrete,1,single,34,2011-10-12,1,floor,0,51.8,56.7,2009-10-13,2009-10-13,1,16630.09375,223.6067963,307,400,100,100,921.9544678,1315.294678,538.5164795,2600,632.4555054,729,729,729,729,729
22,2413,462674.15,101478.33,1737,10,3,1986-10-13,1986-10-13,1986-10-13,concrete,1,single,131,2010-05-11,2,floor,0,48.9,52.9,1986-10-13,1986-10-13,2,19437.33594,223.6067963,297,200,2915.47583,2785.677734,200,984.8858032,100,2954.657227,509.901947,8611,8611,8611,8611,8611
23,2014,462564.26,101369.41,1737,6,2,1934-10-13,1997-10-13,1934-10-13,combination_of_different_materials,0,other,22,2010-12-03,2,floor,0,99.3,113,2003-10-13,2011-10-13,2,19494.10156,200,296,100,3087.069824,2954.657227,300,824.6211548,200,3130.495117,400,27810,4799,27810,27810,2608
24,1849,463359.22,102096.24,2636,8,1,1957-10-13,1957-10-13,1957-10-13,brick,1,single,51,2010-11-03,4,floor,0,53,62.7,1957-10-13,1957-10-13,4,18990.78711,200,296,100,2158.703369,2012.461182,400,1523.154663,100,2184.032959,1029.562988,19379,19379,19379,19379,19379
25,2066,465797.64,101145.62,1730,16,1,1981-10-13,1981-10-13,1981-10-13,combination_of_different_materials,1,single,124,2010-04-20,2,ground_floor,0,48.4,55.6,2004-10-13,1981-10-13,2,20692.99414,100,286,100,1612.451538,1503.32959,400,1272.792236,300,1902.629761,282.8427124,10416,10416,10416,10416,2015
26,2296,462449,103988,1736,7,1,1964-10-13,1997-10-13,1964-10-13,concrete,0,raw,15,2010-06-04,2,floor,0,67.5,77.4,1964-10-13,1964-10-13,2,16931.92188,223.6067963,303,200,583.0952148,500,400,1500,200,1431.782104,1486.606934,16670,4617,16670,16670,16670
27,3659,462148.97,99913.93,1722,10,1,1984-10-13,1984-10-13,1984-10-13,concrete,1,other,50,2010-06-14,2,ground_floor,0,65.6,65.6,1984-10-13,1984-10-13,2,20895.21484,223.6067963,290,300,1964.688232,1676.30542,707.1068115,538.5164795,360.5551147,2823.118896,100,9375,9375,9375,9375,9375
28,2669,461198.31,102350.96,1740,12,2,1983-10-13,1983-10-13,1983-10-13,concrete,1,single,52,2010-05-05,2,floor,0,35.6,39.7,1983-10-13,1983-10-13,2,18384.77539,0,305,0,1972.30835,1878.829468,500,223.6067963,0,3280.243896,1200,9701,9701,9701,9701,9701
29,2359,460211,103901,1738,11,2,1969-10-13,1969-10-13,1969-10-13,concrete,1,raw,72,2009-11-11,2,ground_floor,0,65.7,76.2,1969-10-13,1969-10-13,2,16676.92969,200,307,300,100,0,447.2135925,1360.147095,0,2884.440918,1216.55249,14639,14639,14639,14639,14639
30,1930,463013.06,104286.96,1735,6,1,1980-10-13,2000-10-13,2008-10-13,concrete,0,other,54,2012-09-21,1,floor,0,68.4,71.2,1980-10-13,1980-10-13,1,16786.90039,316.2277527,302,100,360.5551147,100,900,848.5281372,300,800,860.2325439,11666,4361,1439,11666,11666
31,2141,461453.52,99615.12,1722,4,1,1966-10-13,1966-10-13,1966-10-13,brick,0,single,33,2012-01-03,3,floor,0,66.8,71.1,1966-10-13,1966-10-13,3,21086.72656,223.6067963,291,200,1612.451538,1303.840454,1077.032959,1272.792236,200,2418.677246,282.8427124,16518,16518,16518,16518,16518
32,3102,461762.37,100535.98,1721,12,2,1971-10-13,1999-10-13,1971-10-13,other_material,1,single,69,2011-11-29,7,floor,0,54.8,54.8,1971-10-13,1971-10-13,7,20238.82422,141.4213562,298,100,2501.999268,2202.271484,500,600,100,2954.657227,400,14657,4430,14657,14657,14657
33,3691,459668.24,102755.62,1739,5,1,2001-10-13,2001-10-13,2001-10-13,concrete,1,single,28,2011-02-17,2,ground_floor,0,36.3,39.5,2001-10-13,2001-10-13,2,17828.06836,300,307,500,989.9495239,894.4271851,1627.88208,223.6067963,1140.175415,3394.112549,200,3414,3414,3414,3414,3414
34,1754,462318.65,103238.6,2636,6,1,1965-10-13,1965-10-13,1965-10-13,concrete,0,single,60,2010-05-13,1,floor,0,74.1,80.1,1965-10-13,1965-10-13,1,17691.24023,282.8427124,302,400,1360.147095,1300,447.2135925,1627.88208,200,1860.107544,2163.330811,16283,16283,16283,16283,16283
35,2210,462369.59,105381.72,1734,12,2,1980-10-13,1996-10-13,1980-10-13,concrete,1,raw,53,2010-08-03,1,floor,0,68.5,73.4,1995-10-13,1980-10-13,1,15570.80566,223.6067963,304,100,948.6832886,854.4003906,100,824.6211548,400,1780.449341,900,10886,5042,10886,10886,5408
36,2586,460474.92,100063,1723,10,1,1987-10-13,1987-10-13,1987-10-13,concrete,1,single,68,2010-07-20,6,floor,0,40.6,47.3,1987-10-13,1987-10-13,6,20488.28906,200,294,100,1802.775635,1581.138794,200,1063.014526,0,1700,300,8316,8316,8316,8316,8316
37,3202,460997.37,102732.76,1739,25,3,1966-10-13,1966-10-13,1966-10-13,combination_of_different_materials,1,single,134,2011-11-15,15,floor,0,22.3,24.6,1966-10-13,1966-10-13,15,17961.06836,141.4213562,302,100,1526.433716,1431.782104,500,412.3105774,0,3224.903076,1600,16469,16469,16469,16469,16469
38,3025,462611.8,99717.94,2677,5,1,1963-10-13,1963-10-13,1963-10-13,combination_of_different_materials,0,single,20,2008-07-22,3,floor,0,56.2,60.4,1963-10-13,1963-10-13,3,21181.12305,316.2277527,290,100,1972.30835,1720.465088,200,316.2277527,223.6067963,2473.863281,0,16354,16354,16354,16354,16354
39,2052,466529.71,101099,1772,16,1,1987-10-13,1987-10-13,1987-10-13,combination_of_different_materials,1,single,279,2009-10-22,1,floor,0,65.8,72.7,1987-10-13,1987-10-13,1,20946.83789,223.6067963,284,200,921.9544678,806.225769,509.901947,1526.433716,200,1486.606934,316.2277527,8045,8045,8045,8045,8045
40,2262,467564.16,101527.16,1772,6,1,1975-10-13,1975-10-13,1975-10-13,brick,0,single,59,2009-11-30,3,floor,0,33.6,38.1,1975-10-13,1975-10-13,3,20981.18164,316.2277527,284,100,223.6067963,100,200,2475.883789,223.6067963,1500,700,12467,12467,12467,12467,12467
41,1376,460872.78,103207.32,1739,5,1,1952-10-13,2006-10-13,1952-10-13,brick,0,raw,24,2013-01-11,2,ground_floor,0,64.3,92,1952-10-13,1952-10-13,2,17452.2207,200,302,200,1063.014526,943.3981323,282.8427124,806.225769,141.4213562,3101.612549,1552.41748,22005,2282,22005,22005,22005
42,2815,459509,103402.1,1739,6,2,1979-10-13,2005-10-13,2011-10-13,concrete,0,single,48,2009-10-07,1,floor,0,54,64.6,1979-10-13,1979-10-13,1,17123.66797,316.2277527,306,100,412.3105774,223.6067963,1303.840454,854.4003906,854.4003906,3036.445313,608.2762451,10952,1455,10952,10952,10952
43,2493,459509,103402.1,1739,6,2,1979-10-13,2005-10-13,2011-10-13,concrete,0,single,48,2010-07-23,3,floor,0,69,77.6,2003-10-13,1979-10-13,3,17123.66797,316.2277527,306,100,412.3105774,223.6067963,1303.840454,854.4003906,854.4003906,3036.445313,608.2762451,11241,1744,11241,11241,2475
44,2122,462721.35,101037.75,1737,12,2,1968-10-13,1968-10-13,1968-10-13,concrete,1,single,56,2009-10-23,10,floor,0,75.4,93.1,1968-10-13,1968-10-13,10,19926.36523,100,291,100,3195.309082,2915.47583,700,565.6854248,200,3417.601563,100,14985,14985,14985,14985,14985
45,2983,458181.04,103951.21,1755,5,1,1991-10-13,1991-10-13,1991-10-13,concrete,0,single,14,2012-03-26,2,floor,0,35.2,43.4,1991-10-13,1991-10-13,2,16604.81836,412.3105774,311,900,583.0952148,400,2080.865234,1708.800781,1749.285522,2433.10498,316.2277527,7470,7470,7470,7470,7470
46,2625,466660.7,100939.5,1772,9,1,1987-10-13,1987-10-13,1987-10-13,brick,1,single,86,2010-05-17,7,floor,0,40,45,1987-10-13,1987-10-13,7,21169.78906,316.2277527,282,400,894.4271851,761.5773315,728.0109863,1421.26709,400,1272.792236,141.4213562,8252,8252,8252,8252,8252
47,1703,465721.94,101174.65,1730,16,1,1980-10-13,1980-10-13,1980-10-13,concrete,1,other,124,2013-04-18,9,floor,0,63.4,73.4,1980-10-13,1980-10-13,9,20564.5332,100,287,300,1552.41748,1529.705811,300,1280.624878,200,1800,200,11875,11875,11875,11875,11875
48,2409,462319.2,100198.43,1728,6,1,1963-10-13,1963-10-13,1963-10-13,brick,0,single,29,2012-10-04,1,floor,0,49.4,53,2004-10-13,1963-10-13,1,20634.4375,223.6067963,292,300,2308.679199,2024.845703,608.2762451,223.6067963,0,3036.445313,200,17889,17889,17889,17889,2913
49,1586,463171.32,104217.42,1735,19,2,1981-10-13,1981-10-13,2001-10-13,concrete,1,single,118,2009-06-30,7,floor,0,72.5,80.2,1981-10-13,1981-10-13,7,16936.64648,412.3105774,301,400,583.0952148,200,1104.536133,806.225769,500,608.2762451,854.4003906,10122,10122,2817,10122,10122
50,2332,459988.44,103213.78,1739,6,2,1970-10-13,1970-10-13,2012-10-13,concrete,0,raw,30,2013-01-04,1,floor,0,50.6,63.2,1970-10-13,1970-10-13,1,17356.55469,0,305,300,721.1102295,608.2762451,1000,632.4555054,538.5164795,3401.470215,721.1102295,15424,15424,83,15424,15424
51,2301,462418.52,100052.31,2677,7,1,1960-10-13,1960-10-13,1960-10-13,brick,0,single,55,2013-02-26,2,floor,0,60.2,68.9,1960-10-13,1960-10-13,2,20849.2207,141.4213562,291,100,2154.065918,1878.829468,447.2135925,223.6067963,100,2816.025635,141.4213562,19129,19129,19129,19129,19129
52,2260,462447,105465,1734,12,3,1979-10-13,1979-10-13,1979-10-13,other_material,1,raw,45,2010-07-28,2,floor,0,40.7,46.4,1979-10-13,1979-10-13,2,15473.84863,223.6067963,304,200,1044.03064,948.6832886,100,806.225769,400,1835.755981,900,11246,11246,11246,11246,11246
53,2294,462318.65,103238.6,2636,6,1,1965-10-13,1965-10-13,1965-10-13,concrete,0,single,60,2009-11-10,2,floor,0,52.3,63.9,2003-10-13,2003-10-13,2,17691.24023,282.8427124,302,400,1360.147095,1300,447.2135925,1627.88208,200,1860.107544,2163.330811,16099,16099,16099,2220,2220
54,3186,461546.54,109514.43,1749,3,1,2004-10-13,2004-10-13,2004-10-13,brick,0,single,5,2010-08-25,2,ground_floor,0,54.3,54.4,2004-10-13,2004-10-13,2,11375.85156,223.6067963,311,100,1341.640747,1100,3577.70874,1612.451538,3488.552734,1513.274536,0,2142,2142,2142,2142,2142
55,2128,464448.56,101290.73,1732,7,1,1962-10-13,1999-10-13,1962-10-13,combination_of_different_materials,0,single,20,2012-05-30,1,floor,0,47,51,1997-10-13,1962-10-13,1,20056.91992,100,287,300,2080.865234,2051.828369,400,670.8203735,100,2080.865234,0,18127,4613,18127,18127,5343
56,2941,462728.25,104066.43,1736,10,1,2006-10-13,2006-10-13,2006-10-13,concrete,1,single,36,2011-04-12,2,floor,0,44.2,53.7,2006-10-13,2006-10-13,2,16904.73242,223.6067963,302,200,400,360.5551147,632.4555054,1204.159424,0,1118.033936,1204.159424,1642,1642,1642,1642,1642
57,2368,459695.64,99501.8,1723,5,2,1973-10-13,1973-10-13,1973-10-13,concrete,0,single,13,2012-04-30,3,floor,0,38,39.9,1973-10-13,1973-10-13,3,21028.78906,300,293,100,806.225769,670.8203735,282.8427124,1403.566895,141.4213562,728.0109863,100,14079,14079,14079,14079,14079
58,3150,463622.94,106478.85,1756,5,1,1996-10-13,1996-10-13,1996-10-13,combination_of_different_materials,0,double,24,2012-10-25,2,floor,0,40,59,1996-10-13,1996-10-13,2,14866.06836,100,302,500,2193.171143,2061.552734,100,565.6854248,100,1044.03064,412.3105774,5856,5856,5856,5856,5856
59,1639,462370.55,103917.9,1736,7,1,1963-10-13,2008-10-13,1963-10-13,combination_of_different_materials,0,single,24,2013-02-15,4,floor,0,65.9,70.6,2004-10-13,1963-10-13,4,17029.38672,200,303,100,670.8203735,600,400,1562.049927,200,1456.021973,1555.634888,18023,1586,18023,18023,3047
60,2184,460962.71,100406.36,2679,6,2,1963-10-13,2007-10-13,1963-10-13,combination_of_different_materials,0,double,29,2010-05-21,2,floor,0,72.1,101.9,1963-10-13,1963-10-13,2,20231.16406,141.4213562,294,200,2302.172852,1992.48584,141.4213562,1004.987549,100,2195.449951,565.6854248,17022,951,17022,17022,17022
61,3360,462939.86,102936.98,2636,6,1,1960-10-13,1960-10-13,1997-10-13,combination_of_different_materials,1,single,45,2011-08-16,3,floor,0,25,27.3,1960-10-13,1960-10-13,3,18117.67188,400,299,100,1581.138794,1442.220459,1104.536133,1969.771606,223.6067963,1640.121948,1923.538452,18569,18569,5055,18569,18569
62,3176,463630.07,102415.73,2636,6,1,2006-10-13,2006-10-13,2006-10-13,concrete,1,single,17,2009-04-01,2,ground_floor,0,67.7,74.7,2006-10-13,2006-10-13,2,18777.91211,200,296,200,1811.077026,1612.451538,700,1726.2677,100,1824.828735,1208.304565,901,901,901,901,901
63,2736,461490.08,99532.39,1722,7,1,1964-10-13,1964-10-13,1964-10-13,brick,0,single,33,2013-02-13,2,ground_floor,0,46.6,56.5,1964-10-13,1964-10-13,2,21199.29297,223.6067963,291,400,1503.32959,1200,1208.304565,1252.99646,100,2507.987305,424.2640686,17655,17655,17655,17655,17655
64,1981,463357.56,102464.61,2636,19,3,1961-10-13,1961-10-13,1961-10-13,concrete,1,single,56,2012-01-19,5,floor,0,74.7,76.1,1990-10-13,1961-10-13,5,18603.49414,100,297,300,1772.004517,1649.24231,800,1897.366577,0,1802.775635,1392.838867,18360,18360,18360,18360,7768
65,2687,463815.58,106075.85,1756,4,2,1947-10-13,2000-10-13,2006-10-13,brick,0,single,14,2011-07-27,2,ground_floor,0,29.4,29.4,2007-10-13,2007-10-13,2,15310.12695,0,288,100,1900,1711.724243,282.8427124,600,316.2277527,728.0109863,316.2277527,23298,3939,1748,1383,1383
66,3165,463931.29,101121.19,1727,6,1,1999-10-13,1999-10-13,1999-10-13,concrete,1,single,10,2011-02-10,1,floor,0,71.1,81.3,1999-10-13,1999-10-13,1,20110.94141,100,288,300,2549.509766,2545.584473,100,400,100,2549.509766,100,4138,4138,4138,4138,4138
67,2415,462448,105396,1734,15,3,1977-10-13,1995-10-13,2009-10-13,concrete,1,single,78,2011-08-20,4,floor,0,38.1,39.4,1977-10-13,1977-10-13,4,15570.80566,223.6067963,304,100,948.6832886,854.4003906,100,824.6211548,400,1780.449341,900,12364,5790,676,12364,12364
68,1870,462054.8,101391.92,1725,7,2,1850-10-13,2010-10-13,2010-10-13,combination_of_different_materials,0,raw,38,2011-03-30,4,floor,1,93.6,101.9,2010-10-13,2010-10-13,4,19400.25781,100,297,100,3162.277588,3052.867432,282.8427124,854.4003906,200,3383.784912,509.901947,58607,168,168,168,168
69,2333,464472,102372,2706,7,2,1961-10-13,1961-10-13,1961-10-13,brick,0,other,88,2012-07-24,1,floor,0,45,49.1,1961-10-13,1961-10-13,1,19037.33203,100,293,100,1252.99646,1204.159424,141.4213562,1746.424927,0,1252.99646,1000,18547,18547,18547,18547,18547
70,1489,464332.41,101008.63,1731,5,2,1943-10-13,1943-10-13,1943-10-13,combination_of_different_materials,0,single,5,2012-06-19,2,basement,0,47,52,1943-10-13,1943-10-13,2,20316.00391,141.4213562,289,200,2385.37207,2343.074951,300,360.5551147,300,2385.37207,282.8427124,25087,25087,25087,25087,25087
71,2323,464336.92,101661.01,1730,7,3,1959-10-13,1995-10-13,1959-10-13,combination_of_different_materials,0,double,16,2012-03-26,2,floor,0,45.2,45.2,1959-10-13,1959-10-13,2,19740.82031,200,289,300,1910.497314,1910.497314,100,921.9544678,200,1910.497314,223.6067963,19158,6009,19158,19158,19158
72,2304,458690.18,98947.14,1723,3,1,2001-10-13,2001-10-13,2001-10-13,brick,0,single,12,2011-07-22,2,floor,0,56,56.1,2001-10-13,2001-10-13,2,21600.23242,921.9544678,295,300,360.5551147,223.6067963,282.8427124,2282.54248,500,282.8427124,100,3569,3569,3569,3569,3569
73,2259,459453.23,99810.15,1723,7,1,2007-10-13,2007-10-13,2007-10-13,concrete,1,single,30,2012-10-04,3,floor,0,84.1,84.1,2007-10-13,2007-10-13,3,20715.45313,300,292,300,806.225769,640.312439,100,1170.469971,200,640.312439,0,1818,1818,1818,1818,1818
74,1967,463312.34,101968.16,2636,22,1,1970-10-13,1970-10-13,1970-10-13,concrete,1,single,117,2012-03-06,10,floor,0,48.8,49.3,2000-10-13,1970-10-13,10,19087.69141,200,296,200,2256.102783,2102.379639,300,1431.782104,0,2280.35083,943.3981323,15120,15120,15120,15120,4162
75,2134,460507.08,103436.01,1739,14,2,1968-10-13,2004-10-13,1968-10-13,combination_of_different_materials,1,single,76,2011-04-21,3,floor,0,58.1,64,1968-10-13,1968-10-13,3,17205.23242,100,305,100,670.8203735,583.0952148,500,900,0,3420.526367,1252.99646,15530,2381,15530,15530,15530
76,2246,462490.02,102371.36,2636,21,1,1974-10-13,1974-10-13,1974-10-13,concrete,1,single,211,2011-06-30,6,floor,0,42.3,45.3,1974-10-13,1974-10-13,6,18515.39844,141.4213562,300,100,2109.502197,2039.607788,700,1431.782104,100,2280.35083,1400,13409,13409,13409,13409,13409
77,2472,459837.64,104637.54,1738,14,2,1983-10-13,2004-10-13,1983-10-13,concrete,1,single,88,2011-02-03,5,floor,0,80.9,82.9,1983-10-13,1983-10-13,5,15945.21875,223.6067963,309,300,721.1102295,670.8203735,360.5551147,2000,100,2080.865234,824.6211548,9975,2304,9975,9975,9975
78,2786,458735.15,108030.13,1753,7,1,2004-10-13,2004-10-13,2004-10-13,brick,1,raw,49,2012-02-10,4,floor,0,46.3,51.9,2004-10-13,2004-10-13,4,12500.40039,141.4213562,302,400,1280.624878,894.4271851,1029.562988,2601.922363,1700,0,141.4213562,2676,2676,2676,2676,2676
79,2213,461110.9,103435.39,1739,5,1,1956-10-13,1998-10-13,1956-10-13,combination_of_different_materials,0,single,16,2010-05-31,3,floor,0,61,73.5,2003-10-13,2003-10-13,3,17281.7832,223.6067963,304,100,1019.803894,894.4271851,0,1081.665405,412.3105774,2846.049805,1802.775635,19588,4248,19588,2422,2422
80,1713,470467,102139,1770,7,1,1975-10-13,1975-10-13,1975-10-13,concrete,0,other,22,2011-11-24,4,floor,0,50.8,57.9,2004-10-13,2006-10-13,4,21858.63672,223.6067963,274,200,2900,2789.265137,300,5024.937988,3036.445313,2596.150879,700,13191,13191,13191,1868,2598
81,2139,459766.5,100094.1,1723,5,1,1971-10-13,2001-10-13,1971-10-13,concrete,0,single,56,2012-12-10,4,floor,0,53.3,65.8,1971-10-13,1971-10-13,4,20429.63477,100,296,100,1220.655518,1063.014526,141.4213562,806.225769,223.6067963,1063.014526,223.6067963,15034,4076,15034,15034,15034
82,2132,460389.28,103594.06,1739,13,1,1968-10-13,1999-10-13,2003-10-13,concrete,1,other,66,2011-10-27,6,floor,0,66.6,75.2,2000-10-13,1968-10-13,6,16995.58789,141.4213562,305,100,447.2135925,360.5551147,447.2135925,1104.536133,0,3244.996094,1280.624878,15719,4397,2936,15719,4031
83,3056,463033.94,100222.18,1727,14,1,1959-10-13,1959-10-13,2010-10-13,combination_of_different_materials,1,single,42,2012-10-30,7,floor,0,54,56.5,1997-10-13,1959-10-13,7,20771.375,447.2135925,297,200,2607.680908,2360.084717,100,300,0,2906.888428,100,19376,19376,748,19376,5496
84,1209,458433.03,98730.06,1723,3,1,2003-10-13,2003-10-13,2003-10-13,concrete,0,single,10,2010-07-28,1,floor,0,51.3,51.3,2003-10-13,2003-10-13,1,21800.91797,1280.624878,295,100,721.1102295,509.901947,282.8427124,2607.680908,848.5281372,360.5551147,360.5551147,2480,2480,2480,2480,2480
85,2619,458990.83,103715.4,1738,6,2,1981-10-13,1981-10-13,1981-10-13,brick,0,single,39,2011-09-05,2,floor,0,27.3,31.4,1981-10-13,1981-10-13,2,16804.76172,412.3105774,309,100,316.2277527,141.4213562,1526.433716,1216.55249,1166.19043,2630.589355,223.6067963,10919,10919,10919,10919,10919
86,3070,465205.57,100784.48,1732,6,1,1975-10-13,1975-10-13,1975-10-13,concrete,0,other,90,2010-02-15,2,floor,0,34.2,42.2,1975-10-13,1975-10-13,2,20776.1875,223.6067963,284,100,2102.379639,2061.552734,854.4003906,670.8203735,300,2236.067871,300,12544,12544,12544,12544,12544
87,1923,462275.2,103023.46,2636,4,2,1932-10-13,2003-10-13,1932-10-13,combination_of_different_materials,0,raw,7,2011-08-19,2,floor,0,85.8,104.3,2002-10-13,1932-10-13,2,17886.86719,223.6067963,301,300,1552.41748,1500,500,1500,200,1984.943359,2002.498413,28799,2867,28799,28799,3232
88,2468,466387.75,101342.53,1772,6,2,1988-10-13,1988-10-13,1988-10-13,concrete,0,single,42,2011-07-28,2,ground_floor,0,85.5,97.2,1988-10-13,1988-10-13,2,20723.89844,100,286,300,1000,900,300,1655.294556,100,1702.938599,447.2135925,8323,8323,8323,8323,8323
89,2133,459932.92,99965.34,1723,5,1,2006-10-13,2006-10-13,2006-10-13,concrete,1,single,84,2012-06-18,2,floor,0,37.5,37.5,2006-10-13,2006-10-13,2,20541.17773,100,294,200,1272.792236,1131.37085,0,905.5385132,100,1140.175415,100,2075,2075,2075,2075,2075
