"ID_building","price_m2","easting","northing","ID_cadas_com","floors_total","floor_entrance","year_built","year_ren_roof","year_ren_face","constr_type","elevator","house_type","no_appart","trans_date","floor_appartment","postion_type","duplex","living_area","total_area","year_ren_wind","year_ren_inst","floor_above_ground","dist_airport","dist_public_transport","elevation","dist_schools","dist_highway_entr","dist_highway","dist_railway","dist_recreation","dist_main_roads","dist_regional_roads","dist_river","construct_age","roof_age","facade_age","inst_age","windows_age"
1,2442,460211,103901,"1738",11,2,1969-10-13,1969-10-13,1969-10-13,"2","1","3",72,2010-12-03,7,"3","0",47.1,49.6,2000-10-13,1969-10-13,7,16676.9296875,200,307,300,100,0,447.213592529297,1360.14709472656,0,2884.44091796875,1216.55249023438,15026,15026,15026,15026,3703
2,2171,465652.48,101372.36,"1730",6,1,1981-10-13,1981-10-13,1981-10-13,"5","0","1",39,2010-03-25,2,"3","0",78.3,90,1981-10-13,1981-10-13,2,20342.3203125,0,287,500,1392.8388671875,1360.14709472656,141.421356201172,1389.24438476562,0,1600,223.606796264648,10390,10390,10390,10390,10390
3,2434,460781.84,102936.78,"1739",10,1,1964-10-13,2003-10-13,1964-10-13,"2","1","4",51,2011-09-16,6,"3","0",48.9,57.4,2005-10-13,1964-10-13,6,17736.966796875,100,302,200,1252.99645996094,1166.1904296875,538.516479492188,500,100,3310.58911132812,1403.56689453125,17139,2895,17139,17139,2164
4,2426,465172.78,101027.73,"1732",6,1,1976-10-13,1976-10-13,1976-10-13,"5","0","4",20,2009-06-12,2,"2","0",37.1,38.8,2005-10-13,1976-10-13,2,20586.646484375,223.606796264648,285,200,1923.53845214844,1878.82946777344,670.820373535156,854.400390625,400,2039.60778808594,282.842712402344,11930,11930,11930,11930,1338
5,2226,462332.03,101504.82,"1737",7,1,1929-10-13,2011-10-13,2011-10-13,"1","1","4",27,2010-08-24,4,"3","0",141.5,160.6,2005-10-13,1929-10-13,4,19356.91015625,141.421356201172,298,300,3026.54907226562,2952.96459960938,200,900,100,3138.47094726562,509.901947021484,29535,29535,29535,29535,1776
6,2396,458945.91,103896.71,"1738",5,1,1973-10-13,1997-10-13,2010-10-13,"5","0","3",18,2010-11-25,1,"3","0",48,55.8,1973-10-13,1973-10-13,1,16602.7109375,509.901947021484,312,200,500,300,1500,1431.78210449219,1166.1904296875,2418.67724609375,0,13557,4791,43,13557,13557
7,1716,463598.65,102499.83,"2636",7,1,1957-10-13,2003-10-13,1957-10-13,"1","0","1",10,2011-12-21,1,"3","0",64.1,68.6,1957-10-13,1957-10-13,1,18681.541015625,200,297,300,1711.72424316406,1523.15466308594,800,1824.82873535156,0,1726.26770019531,1300,19792,2991,19792,19792,19792
8,2421,459503.55,103340.23,"1739",6,1,1978-10-13,1978-10-13,1978-10-13,"2","0","1",48,2009-11-26,4,"3","0",57,63.1,2004-10-13,1978-10-13,4,17223.53125,316.227752685547,304,200,509.901947021484,316.227752685547,1360.14709472656,761.577331542969,894.427185058594,3132.09204101562,509.901947021484,11367,11367,11367,11367,1870
9,2486,459022.31,103884.84,"1738",5,1,1974-10-13,1989-10-13,1974-10-13,"2","0","3",76,2010-04-24,1,"3","0",70.4,75.9,1974-10-13,1974-10-13,1,16604.818359375,412.310577392578,311,100,509.901947021484,316.227752685547,1421.26708984375,1414.21362304688,1077.03295898438,2433.10498046875,100,12977,7498,12977,12977,12977
10,2467,459489.2,105382.11,"1754",6,1,1965-10-13,1965-10-13,1965-10-13,"1","0","1",164,2012-02-06,1,"3","0",30.4,40.4,1965-10-13,2002-10-13,1,15126.7978515625,100,313,500,921.954467773438,761.577331542969,141.421356201172,2816.02563476562,100,1272.79223632812,943.398132324219,16917,16917,16917,3403,16917
11,1803,466628.36,101111,"1772",15,2,1986-10-13,1986-10-13,1986-10-13,"2","1","1",348,2013-01-25,11,"3","0",63.8,74.2,1986-10-13,1986-10-13,11,20984.755859375,141.421356201172,282,300,824.621154785156,707.106811523438,538.516479492188,1581.13879394531,200,1421.26708984375,316.227752685547,9601,9601,9601,9601,9601
12,1639,466709.78,101113.1,"1772",6,1,1986-10-13,1986-10-13,1986-10-13,"2","0","1",28,2010-01-15,2,"2","0",73.2,83.6,1986-10-13,1986-10-13,2,21023.08203125,100,281,400,728.010986328125,608.276245117188,583.09521484375,1640.12194824219,200,1360.14709472656,300,8495,8495,8495,8495,8495
13,1753,463666.45,102471.03,"2636",16,1,1958-10-13,1958-10-13,1958-10-13,"1","1","1",93,2009-10-16,2,"2","0",65.6,75.5,1958-10-13,1958-10-13,2,18681.541015625,200,297,300,1711.72424316406,1523.15466308594,800,1824.82873535156,0,1726.26770019531,1300,18631,18631,18631,18631,18631
14,1770,466140.22,101066.04,"1730",14,1,1985-10-13,1985-10-13,1985-10-13,"2","1","1",139,2010-09-28,1,"3","0",66.4,73.7,1985-10-13,1985-10-13,1,20799.279296875,223.606796264648,283,100,1315.29467773438,1204.15942382812,400,1360.14709472656,300,1780.44934082031,200,9116,9116,9116,9116,9116
15,2665,462896.53,102270.52,"2636",9,3,1988-10-13,1988-10-13,1988-10-13,"5","1","4",58,2009-10-29,4,"3","0",71.3,80.2,1988-10-13,1988-10-13,4,18701.0703125,100,299,200,2102.37963867188,1969.77160644531,600,1802.77563476562,141.421356201172,2147.09106445312,1334.16638183594,7686,7686,7686,7686,7686
16,1889,463036.41,103765.16,"1736",5,1,1977-10-13,1999-10-13,1977-10-13,"2","0","1",27,2010-12-29,1,"3","0",74.1,79.4,1977-10-13,1977-10-13,1,17269.916015625,400,301,100,761.577331542969,600,1004.98754882812,1252.99645996094,360.555114746094,943.398132324219,1300,12130,4095,12130,12130,12130
17,2057,466147,101151,"1730",15,2,1985-10-13,1985-10-13,1985-10-13,"2","1","1",252,2010-07-30,10,"3","0",80.7,87.3,1985-10-13,1985-10-13,10,20799.279296875,223.606796264648,283,100,1315.29467773438,1204.15942382812,400,1360.14709472656,300,1780.44934082031,200,9056,9056,9056,9056,9056
18,969,465591.47,108443.17,"1961",3,1,1997-10-13,1997-10-13,1997-10-13,"1","0","1",55,2012-11-20,2,"3","1",42.1,42.1,1997-10-13,1997-10-13,2,13978.9130859375,1746.42492675781,294,1500,4177.31982421875,3827.53173828125,0,3275.66796875,1676.30541992188,0,0,5517,5517,5517,5517,5517
19,2405,461867.42,101502.42,"1725",9,2,1962-10-13,1962-10-13,1962-10-13,"1","1","1",58,2009-09-24,2,"3","0",52.8,57.1,1962-10-13,1962-10-13,2,19267.58984375,100,298,300,2968.16430664062,2865.30981445312,100,632.455505371094,0,3420.5263671875,670.820373535156,17148,17148,17148,17148,17148
20,2352,463196.07,104250.85,"1735",21,2,1980-10-13,1980-10-13,1980-10-13,"2","1","4",149,2010-10-08,15,"3","0",71,81.1,2005-10-13,1980-10-13,15,16936.646484375,412.310577392578,301,400,583.09521484375,200,1104.5361328125,806.225769042969,500,608.276245117188,854.400390625,10952,10952,10952,10952,1821
21,3041,459581.96,103922.14,"1738",6,3,2009-10-13,2009-10-13,2009-10-13,"2","1","1",34,2011-10-12,1,"3","0",51.8,56.7,2009-10-13,2009-10-13,1,16630.09375,223.606796264648,307,400,100,100,921.954467773438,1315.29467773438,538.516479492188,2600,632.455505371094,729,729,729,729,729
22,2413,462674.15,101478.33,"1737",10,3,1986-10-13,1986-10-13,1986-10-13,"2","1","1",131,2010-05-11,2,"3","0",48.9,52.9,1986-10-13,1986-10-13,2,19437.3359375,223.606796264648,297,200,2915.47583007812,2785.677734375,200,984.885803222656,100,2954.6572265625,509.901947021484,8611,8611,8611,8611,8611
23,2014,462564.26,101369.41,"1737",6,2,1934-10-13,1997-10-13,1934-10-13,"5","0","4",22,2010-12-03,2,"3","0",99.3,113,2003-10-13,2011-10-13,2,19494.1015625,200,296,100,3087.06982421875,2954.6572265625,300,824.621154785156,200,3130.4951171875,400,27810,4799,27810,27810,2608
24,1849,463359.22,102096.24,"2636",8,1,1957-10-13,1957-10-13,1957-10-13,"1","1","1",51,2010-11-03,4,"3","0",53,62.7,1957-10-13,1957-10-13,4,18990.787109375,200,296,100,2158.70336914062,2012.46118164062,400,1523.15466308594,100,2184.03295898438,1029.56298828125,19379,19379,19379,19379,19379
25,2066,465797.64,101145.62,"1730",16,1,1981-10-13,1981-10-13,1981-10-13,"5","1","1",124,2010-04-20,2,"2","0",48.4,55.6,2004-10-13,1981-10-13,2,20692.994140625,100,286,100,1612.45153808594,1503.32958984375,400,1272.79223632812,300,1902.62976074219,282.842712402344,10416,10416,10416,10416,2015
26,2296,462449,103988,"1736",7,1,1964-10-13,1997-10-13,1964-10-13,"2","0","3",15,2010-06-04,2,"3","0",67.5,77.4,1964-10-13,1964-10-13,2,16931.921875,223.606796264648,303,200,583.09521484375,500,400,1500,200,1431.78210449219,1486.60693359375,16670,4617,16670,16670,16670
27,3659,462148.97,99913.93,"1722",10,1,1984-10-13,1984-10-13,1984-10-13,"2","1","4",50,2010-06-14,2,"2","0",65.6,65.6,1984-10-13,1984-10-13,2,20895.21484375,223.606796264648,290,300,1964.68823242188,1676.30541992188,707.106811523438,538.516479492188,360.555114746094,2823.11889648438,100,9375,9375,9375,9375,9375
28,2669,461198.31,102350.96,"1740",12,2,1983-10-13,1983-10-13,1983-10-13,"2","1","1",52,2010-05-05,2,"3","0",35.6,39.7,1983-10-13,1983-10-13,2,18384.775390625,0,305,0,1972.30834960938,1878.82946777344,500,223.606796264648,0,3280.24389648438,1200,9701,9701,9701,9701,9701
29,2359,460211,103901,"1738",11,2,1969-10-13,1969-10-13,1969-10-13,"2","1","3",72,2009-11-11,2,"2","0",65.7,76.2,1969-10-13,1969-10-13,2,16676.9296875,200,307,300,100,0,447.213592529297,1360.14709472656,0,2884.44091796875,1216.55249023438,14639,14639,14639,14639,14639
30,1930,463013.06,104286.96,"1735",6,1,1980-10-13,2000-10-13,2008-10-13,"2","0","4",54,2012-09-21,1,"3","0",68.4,71.2,1980-10-13,1980-10-13,1,16786.900390625,316.227752685547,302,100,360.555114746094,100,900,848.528137207031,300,800,860.232543945312,11666,4361,1439,11666,11666
31,2141,461453.52,99615.12,"1722",4,1,1966-10-13,1966-10-13,1966-10-13,"1","0","1",33,2012-01-03,3,"3","0",66.8,71.1,1966-10-13,1966-10-13,3,21086.7265625,223.606796264648,291,200,1612.45153808594,1303.84045410156,1077.03295898438,1272.79223632812,200,2418.67724609375,282.842712402344,16518,16518,16518,16518,16518
32,3102,461762.37,100535.98,"1721",12,2,1971-10-13,1999-10-13,1971-10-13,"8","1","1",69,2011-11-29,7,"3","0",54.8,54.8,1971-10-13,1971-10-13,7,20238.82421875,141.421356201172,298,100,2501.99926757812,2202.271484375,500,600,100,2954.6572265625,400,14657,4430,14657,14657,14657
33,3691,459668.24,102755.62,"1739",5,1,2001-10-13,2001-10-13,2001-10-13,"2","1","1",28,2011-02-17,2,"2","0",36.3,39.5,2001-10-13,2001-10-13,2,17828.068359375,300,307,500,989.949523925781,894.427185058594,1627.88208007812,223.606796264648,1140.17541503906,3394.11254882812,200,3414,3414,3414,3414,3414
34,1754,462318.65,103238.6,"2636",6,1,1965-10-13,1965-10-13,1965-10-13,"2","0","1",60,2010-05-13,1,"3","0",74.1,80.1,1965-10-13,1965-10-13,1,17691.240234375,282.842712402344,302,400,1360.14709472656,1300,447.213592529297,1627.88208007812,200,1860.10754394531,2163.33081054688,16283,16283,16283,16283,16283
35,2210,462369.59,105381.72,"1734",12,2,1980-10-13,1996-10-13,1980-10-13,"2","1","3",53,2010-08-03,1,"3","0",68.5,73.4,1995-10-13,1980-10-13,1,15570.8056640625,223.606796264648,304,100,948.683288574219,854.400390625,100,824.621154785156,400,1780.44934082031,900,10886,5042,10886,10886,5408
36,2586,460474.92,100063,"1723",10,1,1987-10-13,1987-10-13,1987-10-13,"2","1","1",68,2010-07-20,6,"3","0",40.6,47.3,1987-10-13,1987-10-13,6,20488.2890625,200,294,100,1802.77563476562,1581.13879394531,200,1063.01452636719,0,1700,300,8316,8316,8316,8316,8316
37,3202,460997.37,102732.76,"1739",25,3,1966-10-13,1966-10-13,1966-10-13,"5","1","1",134,2011-11-15,15,"3","0",22.3,24.6,1966-10-13,1966-10-13,15,17961.068359375,141.421356201172,302,100,1526.43371582031,1431.78210449219,500,412.310577392578,0,3224.90307617188,1600,16469,16469,16469,16469,16469
38,3025,462611.8,99717.94,"2677",5,1,1963-10-13,1963-10-13,1963-10-13,"5","0","1",20,2008-07-22,3,"3","0",56.2,60.4,1963-10-13,1963-10-13,3,21181.123046875,316.227752685547,290,100,1972.30834960938,1720.46508789062,200,316.227752685547,223.606796264648,2473.86328125,0,16354,16354,16354,16354,16354
39,2052,466529.71,101099,"1772",16,1,1987-10-13,1987-10-13,1987-10-13,"5","1","1",279,2009-10-22,1,"3","0",65.8,72.7,1987-10-13,1987-10-13,1,20946.837890625,223.606796264648,284,200,921.954467773438,806.225769042969,509.901947021484,1526.43371582031,200,1486.60693359375,316.227752685547,8045,8045,8045,8045,8045
40,2262,467564.16,101527.16,"1772",6,1,1975-10-13,1975-10-13,1975-10-13,"1","0","1",59,2009-11-30,3,"3","0",33.6,38.1,1975-10-13,1975-10-13,3,20981.181640625,316.227752685547,284,100,223.606796264648,100,200,2475.8837890625,223.606796264648,1500,700,12467,12467,12467,12467,12467
41,1376,460872.78,103207.32,"1739",5,1,1952-10-13,2006-10-13,1952-10-13,"1","0","3",24,2013-01-11,2,"2","0",64.3,92,1952-10-13,1952-10-13,2,17452.220703125,200,302,200,1063.01452636719,943.398132324219,282.842712402344,806.225769042969,141.421356201172,3101.61254882812,1552.41748046875,22005,2282,22005,22005,22005
42,2815,459509,103402.1,"1739",6,2,1979-10-13,2005-10-13,2011-10-13,"2","0","1",48,2009-10-07,1,"3","0",54,64.6,1979-10-13,1979-10-13,1,17123.66796875,316.227752685547,306,100,412.310577392578,223.606796264648,1303.84045410156,854.400390625,854.400390625,3036.4453125,608.276245117188,10952,1455,10952,10952,10952
43,2493,459509,103402.1,"1739",6,2,1979-10-13,2005-10-13,2011-10-13,"2","0","1",48,2010-07-23,3,"3","0",69,77.6,2003-10-13,1979-10-13,3,17123.66796875,316.227752685547,306,100,412.310577392578,223.606796264648,1303.84045410156,854.400390625,854.400390625,3036.4453125,608.276245117188,11241,1744,11241,11241,2475
44,2122,462721.35,101037.75,"1737",12,2,1968-10-13,1968-10-13,1968-10-13,"2","1","1",56,2009-10-23,10,"3","0",75.4,93.1,1968-10-13,1968-10-13,10,19926.365234375,100,291,100,3195.30908203125,2915.47583007812,700,565.685424804688,200,3417.6015625,100,14985,14985,14985,14985,14985
45,2983,458181.04,103951.21,"1755",5,1,1991-10-13,1991-10-13,1991-10-13,"2","0","1",14,2012-03-26,2,"3","0",35.2,43.4,1991-10-13,1991-10-13,2,16604.818359375,412.310577392578,311,900,583.09521484375,400,2080.865234375,1708.80078125,1749.28552246094,2433.10498046875,316.227752685547,7470,7470,7470,7470,7470
46,2625,466660.7,100939.5,"1772",9,1,1987-10-13,1987-10-13,1987-10-13,"1","1","1",86,2010-05-17,7,"3","0",40,45,1987-10-13,1987-10-13,7,21169.7890625,316.227752685547,282,400,894.427185058594,761.577331542969,728.010986328125,1421.26708984375,400,1272.79223632812,141.421356201172,8252,8252,8252,8252,8252
47,1703,465721.94,101174.65,"1730",16,1,1980-10-13,1980-10-13,1980-10-13,"2","1","4",124,2013-04-18,9,"3","0",63.4,73.4,1980-10-13,1980-10-13,9,20564.533203125,100,287,300,1552.41748046875,1529.70581054688,300,1280.62487792969,200,1800,200,11875,11875,11875,11875,11875
48,2409,462319.2,100198.43,"1728",6,1,1963-10-13,1963-10-13,1963-10-13,"1","0","1",29,2012-10-04,1,"3","0",49.4,53,2004-10-13,1963-10-13,1,20634.4375,223.606796264648,292,300,2308.67919921875,2024.845703125,608.276245117188,223.606796264648,0,3036.4453125,200,17889,17889,17889,17889,2913
49,1586,463171.32,104217.42,"1735",19,2,1981-10-13,1981-10-13,2001-10-13,"2","1","1",118,2009-06-30,7,"3","0",72.5,80.2,1981-10-13,1981-10-13,7,16936.646484375,412.310577392578,301,400,583.09521484375,200,1104.5361328125,806.225769042969,500,608.276245117188,854.400390625,10122,10122,2817,10122,10122
50,2332,459988.44,103213.78,"1739",6,2,1970-10-13,1970-10-13,2012-10-13,"2","0","3",30,2013-01-04,1,"3","0",50.6,63.2,1970-10-13,1970-10-13,1,17356.5546875,0,305,300,721.110229492188,608.276245117188,1000,632.455505371094,538.516479492188,3401.47021484375,721.110229492188,15424,15424,83,15424,15424
51,2301,462418.52,100052.31,"2677",7,1,1960-10-13,1960-10-13,1960-10-13,"1","0","1",55,2013-02-26,2,"3","0",60.2,68.9,1960-10-13,1960-10-13,2,20849.220703125,141.421356201172,291,100,2154.06591796875,1878.82946777344,447.213592529297,223.606796264648,100,2816.02563476562,141.421356201172,19129,19129,19129,19129,19129
52,2260,462447,105465,"1734",12,3,1979-10-13,1979-10-13,1979-10-13,"8","1","3",45,2010-07-28,2,"3","0",40.7,46.4,1979-10-13,1979-10-13,2,15473.8486328125,223.606796264648,304,200,1044.03063964844,948.683288574219,100,806.225769042969,400,1835.75598144531,900,11246,11246,11246,11246,11246
53,2294,462318.65,103238.6,"2636",6,1,1965-10-13,1965-10-13,1965-10-13,"2","0","1",60,2009-11-10,2,"3","0",52.3,63.9,2003-10-13,2003-10-13,2,17691.240234375,282.842712402344,302,400,1360.14709472656,1300,447.213592529297,1627.88208007812,200,1860.10754394531,2163.33081054688,16099,16099,16099,2220,2220
54,3186,461546.54,109514.43,"1749",3,1,2004-10-13,2004-10-13,2004-10-13,"1","0","1",5,2010-08-25,2,"2","0",54.3,54.4,2004-10-13,2004-10-13,2,11375.8515625,223.606796264648,311,100,1341.64074707031,1100,3577.70874023438,1612.45153808594,3488.552734375,1513.27453613281,0,2142,2142,2142,2142,2142
55,2128,464448.56,101290.73,"1732",7,1,1962-10-13,1999-10-13,1962-10-13,"5","0","1",20,2012-05-30,1,"3","0",47,51,1997-10-13,1962-10-13,1,20056.919921875,100,287,300,2080.865234375,2051.82836914062,400,670.820373535156,100,2080.865234375,0,18127,4613,18127,18127,5343
56,2941,462728.25,104066.43,"1736",10,1,2006-10-13,2006-10-13,2006-10-13,"2","1","1",36,2011-04-12,2,"3","0",44.2,53.7,2006-10-13,2006-10-13,2,16904.732421875,223.606796264648,302,200,400,360.555114746094,632.455505371094,1204.15942382812,0,1118.03393554688,1204.15942382812,1642,1642,1642,1642,1642
57,2368,459695.64,99501.8,"1723",5,2,1973-10-13,1973-10-13,1973-10-13,"2","0","1",13,2012-04-30,3,"3","0",38,39.9,1973-10-13,1973-10-13,3,21028.7890625,300,293,100,806.225769042969,670.820373535156,282.842712402344,1403.56689453125,141.421356201172,728.010986328125,100,14079,14079,14079,14079,14079
58,3150,463622.94,106478.85,"1756",5,1,1996-10-13,1996-10-13,1996-10-13,"5","0","2",24,2012-10-25,2,"3","0",40,59,1996-10-13,1996-10-13,2,14866.068359375,100,302,500,2193.17114257812,2061.552734375,100,565.685424804688,100,1044.03063964844,412.310577392578,5856,5856,5856,5856,5856
59,1639,462370.55,103917.9,"1736",7,1,1963-10-13,2008-10-13,1963-10-13,"5","0","1",24,2013-02-15,4,"3","0",65.9,70.6,2004-10-13,1963-10-13,4,17029.38671875,200,303,100,670.820373535156,600,400,1562.04992675781,200,1456.02197265625,1555.63488769531,18023,1586,18023,18023,3047
60,2184,460962.71,100406.36,"2679",6,2,1963-10-13,2007-10-13,1963-10-13,"5","0","2",29,2010-05-21,2,"3","0",72.1,101.9,1963-10-13,1963-10-13,2,20231.1640625,141.421356201172,294,200,2302.1728515625,1992.48583984375,141.421356201172,1004.98754882812,100,2195.44995117188,565.685424804688,17022,951,17022,17022,17022
61,3360,462939.86,102936.98,"2636",6,1,1960-10-13,1960-10-13,1997-10-13,"5","1","1",45,2011-08-16,3,"3","0",25,27.3,1960-10-13,1960-10-13,3,18117.671875,400,299,100,1581.13879394531,1442.22045898438,1104.5361328125,1969.77160644531,223.606796264648,1640.12194824219,1923.53845214844,18569,18569,5055,18569,18569
62,3176,463630.07,102415.73,"2636",6,1,2006-10-13,2006-10-13,2006-10-13,"2","1","1",17,2009-04-01,2,"2","0",67.7,74.7,2006-10-13,2006-10-13,2,18777.912109375,200,296,200,1811.07702636719,1612.45153808594,700,1726.26770019531,100,1824.82873535156,1208.30456542969,901,901,901,901,901
63,2736,461490.08,99532.39,"1722",7,1,1964-10-13,1964-10-13,1964-10-13,"1","0","1",33,2013-02-13,2,"2","0",46.6,56.5,1964-10-13,1964-10-13,2,21199.29296875,223.606796264648,291,400,1503.32958984375,1200,1208.30456542969,1252.99645996094,100,2507.9873046875,424.264068603516,17655,17655,17655,17655,17655
64,1981,463357.56,102464.61,"2636",19,3,1961-10-13,1961-10-13,1961-10-13,"2","1","1",56,2012-01-19,5,"3","0",74.7,76.1,1990-10-13,1961-10-13,5,18603.494140625,100,297,300,1772.00451660156,1649.24230957031,800,1897.36657714844,0,1802.77563476562,1392.8388671875,18360,18360,18360,18360,7768
65,2687,463815.58,106075.85,"1756",4,2,1947-10-13,2000-10-13,2006-10-13,"1","0","1",14,2011-07-27,2,"2","0",29.4,29.4,2007-10-13,2007-10-13,2,15310.126953125,0,288,100,1900,1711.72424316406,282.842712402344,600,316.227752685547,728.010986328125,316.227752685547,23298,3939,1748,1383,1383
66,3165,463931.29,101121.19,"1727",6,1,1999-10-13,1999-10-13,1999-10-13,"2","1","1",10,2011-02-10,1,"3","0",71.1,81.3,1999-10-13,1999-10-13,1,20110.94140625,100,288,300,2549.509765625,2545.58447265625,100,400,100,2549.509765625,100,4138,4138,4138,4138,4138
67,2415,462448,105396,"1734",15,3,1977-10-13,1995-10-13,2009-10-13,"2","1","1",78,2011-08-20,4,"3","0",38.1,39.4,1977-10-13,1977-10-13,4,15570.8056640625,223.606796264648,304,100,948.683288574219,854.400390625,100,824.621154785156,400,1780.44934082031,900,12364,5790,676,12364,12364
68,1870,462054.8,101391.92,"1725",7,2,1850-10-13,2010-10-13,2010-10-13,"5","0","3",38,2011-03-30,4,"3","1",93.6,101.9,2010-10-13,2010-10-13,4,19400.2578125,100,297,100,3162.27758789062,3052.86743164062,282.842712402344,854.400390625,200,3383.78491210938,509.901947021484,58607,168,168,168,168
69,2333,464472,102372,"2706",7,2,1961-10-13,1961-10-13,1961-10-13,"1","0","4",88,2012-07-24,1,"3","0",45,49.1,1961-10-13,1961-10-13,1,19037.33203125,100,293,100,1252.99645996094,1204.15942382812,141.421356201172,1746.42492675781,0,1252.99645996094,1000,18547,18547,18547,18547,18547
70,1489,464332.41,101008.63,"1731",5,2,1943-10-13,1943-10-13,1943-10-13,"5","0","1",5,2012-06-19,2,"1","0",47,52,1943-10-13,1943-10-13,2,20316.00390625,141.421356201172,289,200,2385.3720703125,2343.07495117188,300,360.555114746094,300,2385.3720703125,282.842712402344,25087,25087,25087,25087,25087
71,2323,464336.92,101661.01,"1730",7,3,1959-10-13,1995-10-13,1959-10-13,"5","0","2",16,2012-03-26,2,"3","0",45.2,45.2,1959-10-13,1959-10-13,2,19740.8203125,200,289,300,1910.49731445312,1910.49731445312,100,921.954467773438,200,1910.49731445312,223.606796264648,19158,6009,19158,19158,19158
72,2304,458690.18,98947.14,"1723",3,1,2001-10-13,2001-10-13,2001-10-13,"1","0","1",12,2011-07-22,2,"3","0",56,56.1,2001-10-13,2001-10-13,2,21600.232421875,921.954467773438,295,300,360.555114746094,223.606796264648,282.842712402344,2282.54248046875,500,282.842712402344,100,3569,3569,3569,3569,3569
73,2259,459453.23,99810.15,"1723",7,1,2007-10-13,2007-10-13,2007-10-13,"2","1","1",30,2012-10-04,3,"3","0",84.1,84.1,2007-10-13,2007-10-13,3,20715.453125,300,292,300,806.225769042969,640.312438964844,100,1170.46997070312,200,640.312438964844,0,1818,1818,1818,1818,1818
74,1967,463312.34,101968.16,"2636",22,1,1970-10-13,1970-10-13,1970-10-13,"2","1","1",117,2012-03-06,10,"3","0",48.8,49.3,2000-10-13,1970-10-13,10,19087.69140625,200,296,200,2256.10278320312,2102.37963867188,300,1431.78210449219,0,2280.35083007812,943.398132324219,15120,15120,15120,15120,4162
75,2134,460507.08,103436.01,"1739",14,2,1968-10-13,2004-10-13,1968-10-13,"5","1","1",76,2011-04-21,3,"3","0",58.1,64,1968-10-13,1968-10-13,3,17205.232421875,100,305,100,670.820373535156,583.09521484375,500,900,0,3420.5263671875,1252.99645996094,15530,2381,15530,15530,15530
76,2246,462490.02,102371.36,"2636",21,1,1974-10-13,1974-10-13,1974-10-13,"2","1","1",211,2011-06-30,6,"3","0",42.3,45.3,1974-10-13,1974-10-13,6,18515.3984375,141.421356201172,300,100,2109.50219726562,2039.60778808594,700,1431.78210449219,100,2280.35083007812,1400,13409,13409,13409,13409,13409
77,2472,459837.64,104637.54,"1738",14,2,1983-10-13,2004-10-13,1983-10-13,"2","1","1",88,2011-02-03,5,"3","0",80.9,82.9,1983-10-13,1983-10-13,5,15945.21875,223.606796264648,309,300,721.110229492188,670.820373535156,360.555114746094,2000,100,2080.865234375,824.621154785156,9975,2304,9975,9975,9975
78,2786,458735.15,108030.13,"1753",7,1,2004-10-13,2004-10-13,2004-10-13,"1","1","3",49,2012-02-10,4,"3","0",46.3,51.9,2004-10-13,2004-10-13,4,12500.400390625,141.421356201172,302,400,1280.62487792969,894.427185058594,1029.56298828125,2601.92236328125,1700,0,141.421356201172,2676,2676,2676,2676,2676
79,2213,461110.9,103435.39,"1739",5,1,1956-10-13,1998-10-13,1956-10-13,"5","0","1",16,2010-05-31,3,"3","0",61,73.5,2003-10-13,2003-10-13,3,17281.783203125,223.606796264648,304,100,1019.80389404297,894.427185058594,0,1081.66540527344,412.310577392578,2846.0498046875,1802.77563476562,19588,4248,19588,2422,2422
80,1713,470467,102139,"1770",7,1,1975-10-13,1975-10-13,1975-10-13,"2","0","4",22,2011-11-24,4,"3","0",50.8,57.9,2004-10-13,2006-10-13,4,21858.63671875,223.606796264648,274,200,2900,2789.26513671875,300,5024.93798828125,3036.4453125,2596.15087890625,700,13191,13191,13191,1868,2598
81,2139,459766.5,100094.1,"1723",5,1,1971-10-13,2001-10-13,1971-10-13,"2","0","1",56,2012-12-10,4,"3","0",53.3,65.8,1971-10-13,1971-10-13,4,20429.634765625,100,296,100,1220.65551757812,1063.01452636719,141.421356201172,806.225769042969,223.606796264648,1063.01452636719,223.606796264648,15034,4076,15034,15034,15034
82,2132,460389.28,103594.06,"1739",13,1,1968-10-13,1999-10-13,2003-10-13,"2","1","4",66,2011-10-27,6,"3","0",66.6,75.2,2000-10-13,1968-10-13,6,16995.587890625,141.421356201172,305,100,447.213592529297,360.555114746094,447.213592529297,1104.5361328125,0,3244.99609375,1280.62487792969,15719,4397,2936,15719,4031
83,3056,463033.94,100222.18,"1727",14,1,1959-10-13,1959-10-13,2010-10-13,"5","1","1",42,2012-10-30,7,"3","0",54,56.5,1997-10-13,1959-10-13,7,20771.375,447.213592529297,297,200,2607.68090820312,2360.08471679688,100,300,0,2906.88842773438,100,19376,19376,748,19376,5496
84,1209,458433.03,98730.06,"1723",3,1,2003-10-13,2003-10-13,2003-10-13,"2","0","1",10,2010-07-28,1,"3","0",51.3,51.3,2003-10-13,2003-10-13,1,21800.91796875,1280.62487792969,295,100,721.110229492188,509.901947021484,282.842712402344,2607.68090820312,848.528137207031,360.555114746094,360.555114746094,2480,2480,2480,2480,2480
85,2619,458990.83,103715.4,"1738",6,2,1981-10-13,1981-10-13,1981-10-13,"1","0","1",39,2011-09-05,2,"3","0",27.3,31.4,1981-10-13,1981-10-13,2,16804.76171875,412.310577392578,309,100,316.227752685547,141.421356201172,1526.43371582031,1216.55249023438,1166.1904296875,2630.58935546875,223.606796264648,10919,10919,10919,10919,10919
